activitypub,4785,4785,5000,ActivityPub,名詞,固有名詞,一般,*,*,*,アクティビティーパブ,ActivityPub,*,*,*,*,*,*
fediverse,4785,4785,5000,Fediverse,名詞,固有名詞,一般,*,*,*,フェディバース,Fediverse,*,*,*,*,*,*
しゅいろ,4787,4787,5000,しゅいろ,名詞,固有名詞,人名,*,*,*,しゅいろ,しゅいろ,*,*,*,*,*,*
noridev,4787,4787,5000,NoriDev,名詞,固有名詞,人名,*,*,*,NoriDev,NoriDev,*,*,*,*,*,*
agplv3.0,4787,4787,5000,AGPL,名詞,固有名詞,一般,*,*,*,エージーピーエルバージョンサンテンゼロ,AGPLv3.0,*,*,*,*,*,*
